Iteration	Global Fitness	Arrived Vehicles	Non Arrived Vehicles	Trip Time	Waiting Time
186       	1.271206       	158.0              	90.0                   	16126.0 	11249.0
187       	1.271206       	164.0              	86.0                   	17530.0 	9981.0
188       	1.271206       	163.0              	86.0                   	19354.0 	11251.0
189       	1.271206       	171.0              	74.0                   	18400.0 	10576.0
190       	1.271206       	179.0              	71.0                   	18964.0 	8501.0
191       	1.271206       	193.0              	57.0                   	19863.0 	6580.0
192       	1.271206       	160.0              	87.0                   	17889.0 	11074.0
193       	1.271206       	171.0              	77.0                   	18122.0 	9874.0
194       	1.271206       	176.0              	74.0                   	19043.0 	8451.0
195       	1.271206       	179.0              	70.0                   	20001.0 	8748.0
196       	1.271206       	178.0              	71.0                   	19055.0 	8060.0
197       	1.271206       	153.0              	94.0                   	16186.0 	11657.0
198       	1.271206       	193.0              	55.0                   	19454.0 	6361.0
199       	1.271206       	180.0              	70.0                   	20234.0 	8531.0
200       	1.271206       	177.0              	72.0                   	19856.0 	9595.0
201       	1.271206       	183.0              	66.0                   	19761.0 	8174.0
202       	1.271206       	186.0              	63.0                   	20234.0 	7541.0
203       	1.271206       	176.0              	73.0                   	19516.0 	9669.0
204       	1.271206       	177.0              	73.0                   	19133.0 	8261.0
205       	1.271206       	176.0              	72.0                   	19712.0 	9656.0
206       	1.271206       	176.0              	74.0                   	19894.0 	8899.0
207       	1.271206       	153.0              	96.0                   	18510.0 	13403.0
208       	1.271206       	180.0              	70.0                   	19271.0 	8069.0
209       	1.271206       	181.0              	68.0                   	21394.0 	10027.0
210       	1.271206       	168.0              	81.0                   	18394.0 	9971.0
211       	1.271206       	182.0              	68.0                   	18909.0 	8372.0
212       	1.271206       	175.0              	73.0                   	20457.0 	10166.0
213       	1.271206       	162.0              	83.0                   	18742.0 	11681.0
214       	1.271206       	183.0              	67.0                   	19030.0 	7456.0
215       	1.271206       	175.0              	75.0                   	21019.0 	10302.0
216       	1.271206       	160.0              	88.0                   	18738.0 	12250.0
217       	1.271206       	176.0              	74.0                   	19964.0 	10058.0
218       	1.271206       	184.0              	64.0                   	17838.0 	6344.0
219       	1.271206       	186.0              	62.0                   	20059.0 	7742.0
220       	1.271206       	185.0              	64.0                   	20816.0 	8913.0
221       	1.271206       	174.0              	74.0                   	19085.0 	9473.0
222       	1.271206       	180.0              	70.0                   	18854.0 	7899.0
223       	1.271206       	180.0              	67.0                   	21784.0 	9925.0
224       	1.271206       	161.0              	78.0                   	17181.0 	11025.0
225       	1.271206       	175.0              	75.0                   	18627.0 	8972.0
226       	1.271206       	184.0              	64.0                   	20107.0 	8531.0
227       	1.271206       	160.0              	88.0                   	17458.0 	11334.0
228       	1.271206       	173.0              	74.0                   	17291.0 	9100.0
229       	1.271206       	187.0              	62.0                   	19686.0 	7578.0
230       	1.271206       	170.0              	79.0                   	18668.0 	9962.0
231       	1.271206       	171.0              	78.0                   	19894.0 	10475.0
232       	1.271206       	184.0              	66.0                   	19498.0 	7689.0
233       	1.271206       	178.0              	69.0                   	19671.0 	9936.0
234       	1.271206       	172.0              	78.0                   	19586.0 	9603.0
235       	1.271206       	166.0              	83.0                   	18785.0 	11368.0
236       	1.271206       	177.0              	73.0                   	18492.0 	8929.0
237       	1.271206       	171.0              	78.0                   	19855.0 	11323.0
238       	1.271206       	177.0              	72.0                   	20002.0 	9571.0
239       	1.271206       	176.0              	74.0                   	19669.0 	10659.0
240       	1.271206       	176.0              	73.0                   	18718.0 	8444.0
241       	1.271206       	176.0              	74.0                   	18855.0 	9181.0
242       	1.271206       	166.0              	80.0                   	20322.0 	11587.0
243       	1.271206       	181.0              	68.0                   	18455.0 	8406.0
244       	1.271206       	170.0              	80.0                   	18348.0 	10028.0
245       	1.271206       	159.0              	90.0                   	18868.0 	12449.0
246       	1.271206       	182.0              	66.0                   	20065.0 	8513.0
247       	1.271206       	179.0              	71.0                   	17843.0 	7908.0
248       	1.271206       	178.0              	72.0                   	20428.0 	10329.0
249       	1.271206       	165.0              	84.0                   	19498.0 	10982.0
250       	1.271206       	177.0              	71.0                   	18260.0 	8212.0
251       	1.271206       	183.0              	66.0                   	20182.0 	9712.0
252       	1.271206       	158.0              	91.0                   	18779.0 	11283.0
253       	1.271206       	163.0              	84.0                   	17679.0 	10552.0
254       	1.271206       	186.0              	64.0                   	20919.0 	9495.0
255       	1.271206       	172.0              	76.0                   	18403.0 	10002.0
256       	1.271206       	165.0              	85.0                   	18657.0 	9895.0
257       	1.271206       	175.0              	75.0                   	18248.0 	8576.0
258       	1.271206       	176.0              	73.0                   	19714.0 	9348.0
259       	1.271206       	180.0              	69.0                   	19357.0 	8398.0
260       	1.271206       	180.0              	69.0                   	18575.0 	8339.0
261       	1.271206       	165.0              	83.0                   	18613.0 	10351.0
262       	1.271206       	162.0              	87.0                   	18585.0 	12238.0
263       	1.271206       	185.0              	64.0                   	19488.0 	7820.0
264       	1.271206       	158.0              	91.0                   	18888.0 	12380.0
265       	1.271206       	176.0              	72.0                   	18918.0 	9013.0
266       	1.271206       	188.0              	61.0                   	18039.0 	6352.0
267       	1.271206       	177.0              	71.0                   	18130.0 	8395.0
268       	1.271206       	186.0              	63.0                   	18333.0 	6397.0
269       	1.271206       	181.0              	68.0                   	20211.0 	8760.0
270       	1.271206       	169.0              	81.0                   	18545.0 	11178.0
271       	1.271206       	182.0              	68.0                   	19653.0 	8693.0
272       	1.271206       	167.0              	80.0                   	19478.0 	10820.0
273       	1.271206       	180.0              	70.0                   	20133.0 	9590.0
274       	1.271206       	169.0              	79.0                   	19004.0 	10073.0
275       	1.271206       	185.0              	64.0                   	19276.0 	8324.0
276       	1.271206       	182.0              	68.0                   	20637.0 	9676.0
277       	1.271206       	184.0              	65.0                   	20225.0 	8090.0
278       	1.271206       	186.0              	63.0                   	18599.0 	6981.0
279       	1.271206       	178.0              	71.0                   	19956.0 	9203.0
280       	1.271206       	167.0              	82.0                   	18424.0 	10131.0
281       	1.271206       	169.0              	80.0                   	18964.0 	9959.0
282       	1.271206       	182.0              	67.0                   	20280.0 	8547.0
283       	1.271206       	170.0              	80.0                   	20412.0 	11371.0
284       	1.271206       	186.0              	64.0                   	19766.0 	8207.0
285       	1.271206       	185.0              	64.0                   	21494.0 	9112.0
286       	1.271206       	187.0              	63.0                   	18288.0 	6563.0
287       	1.271206       	194.0              	55.0                   	19773.0 	6530.0
288       	1.271206       	184.0              	65.0                   	19010.0 	7542.0
289       	1.271206       	184.0              	66.0                   	19917.0 	8846.0
290       	1.271206       	180.0              	69.0                   	20736.0 	9652.0
291       	1.271206       	179.0              	71.0                   	19551.0 	9093.0
292       	1.271206       	163.0              	84.0                   	18078.0 	11266.0
293       	1.271206       	177.0              	72.0                   	20631.0 	9177.0
294       	1.271206       	175.0              	74.0                   	18735.0 	9741.0
295       	1.271206       	169.0              	80.0                   	21305.0 	11338.0
296       	1.271206       	174.0              	76.0                   	19330.0 	9039.0
297       	1.271206       	184.0              	65.0                   	20869.0 	9535.0
298       	1.271206       	174.0              	76.0                   	20140.0 	11161.0
299       	1.271206       	178.0              	71.0                   	19062.0 	8499.0
